ID,Nom,Email,Tel,Type,Web_site,FB,FB_nb_aderent,Twitter,Twitter_nb_aderent,Insta,Insta_nb_aderent,Youtube,Youtube_nb_aderent,Tiktok,Tiktok_nb_aderent,nb_adherent,Date_contact,Adresse_postal,Departement,Region,Pays,Accepte_com,Statut,Commentaire
170cb379,Boutique spécialisée Naturel,alexandremanon@example.net,0802560740,Boutique spécialisée,https://martineau.com/,https://www.morel.com/,555.0,https://www.benoit.fr/,833.0,https://www.leclerc.fr/,5022.0,,,,,,,"207, rue Marc Lefort Créteil",94,Île-de-France,France,Oui,Prospect,
6a5d4148,Influenceur Ah,gaillardlaurent@example.org,+33 (0)2 28 66 11 57,Influenceur,https://lefort.com/,,,http://regnier.com/,12015.0,http://verdier.com/,16852.0,,,,,,,avenue Nath Boulay Saint-Junien,87,Nouvelle-Aquitaine,France,Non,Prospect,Solitude espérer rue plan paupière.
ff3e1db9,MJC Demeurer,besnardemmanuel@example.net,,MJC,https://navarro.com/,,,,,,,,,,,345.0,2024-09-05,chemin de Brun Metz,57,Grand Est,France,Non,Contacté,
f3a06b0f,MJC Cesse,ramosdaniel@example.net,05 59 97 29 00,MJC,http://hernandez.fr/,,,https://www.langlois.com/,216.0,,,,,,,167.0,2024-11-17,"38, chemin Marine Lefèvre Nancy",54,Grand Est,France,Oui,Contacté,
b4819b72,CSCS Quartier,bpelletier@example.com,+33 2 76 05 12 37,CSCS,https://www.imbert.org/,https://www.gauthier.com/,2772.0,https://renault.com/,788.0,,,,,,,387.0,,boulevard Masse Bar-le-Duc,55,Grand Est,France,Non,Intéressé,
007d8a96,Asso jdr Goût,leclercqstephane@example.net,+33 6 82 91 93 28,Asso jdr,http://vasseur.fr/,https://www.caron.fr/,1172.0,,,,,,,,,334.0,,"163, avenue Alexandrie Labbé Chalon-sur-Saône",71,Bourgogne-Franche-Comté,France,Oui,Prospect,Travailler dix moins simplement soi empire.
a4bdd56b,Ludothèque Extraordinaire,alexandrechristophe@example.com,0432002489,Ludothèque,https://pottier.net/,http://jacques.com/,3350.0,,,,,,,,,81.0,,"12, rue Frédérique Jacob Calvi",2B,Corse,France,Oui,Contacté,Donner coup petit.
8f20d49d,MJC Renoncer,dupuisnicolas@example.org,04 37 95 72 66,MJC,http://david.fr/,,,,,,,,,,,357.0,2025-05-13,"2, chemin Martineau Paris",75,Île-de-France,France,Oui,Intéressé,
bb5faf71,Editeur Haut,francoiseboucher@example.com,0480657133,Editeur,http://evrard.fr/,http://www.grenier.com/,9243.0,http://hoareau.com/,9816.0,http://www.lacombe.com/,9941.0,https://www.cohen.fr/,1280.0,,,,2024-11-14,"1, rue Perret Libourne",33,Nouvelle-Aquitaine,France,Oui,Prospect,
193cbde2,Médiathèque Dimanche,gerardlaporte@example.com,0699591229,Médiathèque,http://georges.com/,https://nguyen.fr/,927.0,,,http://dupont.fr/,2060.0,,,,,464.0,,"1, avenue de Dumas Orléans",45,Centre-Val de Loire,France,Non,Prospect,
e1b4d286,Editeur Un,langloisjules@example.com,03 89 99 06 53,Editeur,http://www.martinez.com/,http://lecoq.fr/,2611.0,http://www.lagarde.com/,6947.0,http://millet.com/,6493.0,http://leger.com/,3203.0,,,,2025-01-10,"4, chemin Lemoine Tours",37,Centre-Val de Loire,France,Oui,Contacté,
fa0e5b52,Asso jdr Couler,marthe92@example.net,+33 6 99 00 14 01,Asso jdr,https://diaz.fr/,https://schmitt.com/,2943.0,,,,,,,,,203.0,,rue Patrick Ruiz Laval,53,Pays de la Loire,France,Oui,Intéressé,
372816f0,Ludothèque Gris,rklein@example.com,0245297967,Ludothèque,http://pages.org/,http://www.ollivier.net/,2767.0,,,,,,,,,40.0,2024-03-21,"248, avenue de Mallet Cannes",06,Provence-Alpes-Côte d'Azur,France,Oui,Intéressé,
1b233e9b,CSCS Semaine,fjacquet@example.net,+33 6 98 14 15 93,CSCS,https://www.antoine.com/,https://www.lenoir.com/,235.0,https://www.gregoire.org/,1576.0,,,,,,,255.0,2025-01-18,rue Duval Avranches,50,Normandie,France,Oui,Intéressé,Conclure docteur notre maintenant.
cb33b672,Editeur Billet,wberthelot@example.org,0519022608,Editeur,https://www.dumas.fr/,http://www.antoine.fr/,3374.0,http://www.faure.com/,13010.0,https://masse.fr/,1748.0,http://www.rousseau.com/,6061.0,,,,2025-11-07,"22, avenue Monnier La Flèche",72,Pays de la Loire,France,Non,Prospect,
93ed0d92,Boutique spécialisée Revenir,ygautier@example.com,06 38 70 58 18,Boutique spécialisée,http://www.rousseau.com/,https://garcia.com/,456.0,http://pierre.com/,2746.0,http://www.nicolas.net/,3058.0,,,,,,,"91, rue de Delaunay Antibes",06,Provence-Alpes-Côte d'Azur,France,Non,Prospect,
f2046390,MJC Devoir,vincent94@example.org,0276985868,MJC,https://thomas.com/,https://www.renaud.org/,3286.0,,,,,,,,,125.0,,"27, boulevard Théophile Godard Montmorillon",86,Nouvelle-Aquitaine,France,Non,Intéressé,
7e943aa6,Asso jdr Présence,gabrielle91@example.org,+33 3 44 14 25 97,Asso jdr,http://raymond.net/,https://tanguy.org/,1725.0,,,,,,,,,231.0,,"81, boulevard Laurent Dufour Saint-Flour",15,Auvergne-Rhône-Alpes,France,Non,Intéressé,
ba927767,Bar à jeux Pouvoir,marcchauvet@example.com,0555676959,Bar à jeux,http://thomas.com/,http://laporte.fr/,3370.0,https://www.roger.com/,2489.0,https://giraud.fr/,574.0,,,,,,2024-04-11,"63, rue Vincent Massy",91,Île-de-France,France,Non,Contacté,
a27edd40,Influenceur Impression,charlesadrienne@example.com,02 97 36 72 09,Influenceur,http://peltier.com/,,,http://www.techer.com/,18035.0,https://fernandes.fr/,5993.0,http://www.potier.com/,49806.0,https://salmon.fr/,24471.0,,,"903, chemin Bailly Sablé-sur-Sarthe",72,Pays de la Loire,France,Oui,Prospect,
3af6985b,Asso jdr Métier,jacquetnoemi@example.org,01 46 73 44 16,Asso jdr,http://www.gautier.fr/,https://huet.net/,1503.0,,,,,,,,,120.0,,"25, chemin de Goncalves Avignon",84,Provence-Alpes-Côte d'Azur,France,Oui,Contacté,
323af2de,Editeur Salle,ramoschristiane@example.net,0328276096,Editeur,http://www.thierry.com/,https://www.pelletier.fr/,3589.0,https://lecomte.fr/,9418.0,http://www.boutin.com/,4136.0,http://www.joly.net/,3687.0,,,,2025-12-14,"95, rue Thibaut Munoz Ussel",19,Nouvelle-Aquitaine,France,Non,Intéressé,Debout essayer prévoir consulter idée or corps.
102413ab,Médiathèque Fin,adele70@example.org,0269965610,Médiathèque,https://www.denis.com/,https://www.valette.com/,2220.0,,,,,,,,,130.0,,"49, rue Bègue Narbonne",11,Occitanie,France,Non,Prospect,
7d119b2a,Bar à jeux Soin,lbaudry@example.com,02 56 86 68 83,Bar à jeux,http://www.lejeune.net/,,,https://lagarde.com/,1450.0,,,,,,,,,"64, rue Juliette Riou Chaumont",52,Grand Est,France,Oui,Intéressé,
6dc3db5c,Médiathèque Qui,klesage@example.org,01 49 50 28 83,Médiathèque,https://www.legrand.com/,https://www.laine.fr/,3443.0,,,,,,,,,306.0,,"3, chemin de Pereira Levallois-Perret",92,Île-de-France,France,Non,Intéressé,
805f9406,Artisan Tempête,gbourdon@example.org,01 75 17 83 29,Artisan,https://www.carpentier.org/,,,,,,,,,,,,2025-10-19,"30, avenue Benjamin Berthelot Agen",47,Nouvelle-Aquitaine,France,Non,Prospect,
35f7e906,Influenceur Autrefois,mrenault@example.com,0353498457,Influenceur,http://www.pelletier.fr/,,,https://gerard.com/,20758.0,https://www.bazin.fr/,17610.0,http://bigot.net/,21593.0,https://dos.fr/,59689.0,,,"19, rue Nathalie Duhamel Évry-Courcouronnes",91,Île-de-France,France,Non,Intéressé,Puisque pont histoire main voiture supérieur.
68740260,CSCS Auprès,idubois@example.com,,CSCS,,,,,,https://www.carpentier.com/,2566.0,,,,,59.0,2025-12-13,"87, rue Olivier Bonneau Autun",71,Bourgogne-Franche-Comté,France,Non,Prospect,Cacher sous as joie eh.
a364a1e5,Asso jdr Triste,vleroy@example.net,0229703655,Asso jdr,http://navarro.fr/,http://samson.fr/,3695.0,,,,,,,,,296.0,,"4, chemin Nathalie Fernandes Albertville",73,Auvergne-Rhône-Alpes,France,Non,Contacté,Clair hésiter plusieurs me.
53899de9,Bar à jeux Aussi,gerardantoine@example.com,+33 4 99 49 30 16,Bar à jeux,http://www.lucas.com/,https://grondin.fr/,1908.0,http://www.fernandez.net/,1660.0,http://renaud.net/,371.0,,,,,,2024-07-26,"30, chemin Pierre Chinon",37,Centre-Val de Loire,France,Non,Intéressé,
b580c777,Influenceur Accorder,guyotemmanuel@example.org,05 49 77 67 17,Influenceur,http://joseph.fr/,,,https://labbe.fr/,18174.0,https://jacob.fr/,9131.0,,,http://www.carpentier.net/,9599.0,,,chemin Martin Delannoy Soissons,02,Hauts-de-France,France,Non,Prospect,
bb54b71e,Editeur Machine,constance66@example.org,+33 (0)5 40 65 57 59,Editeur,http://www.guyon.com/,http://www.benard.fr/,1828.0,http://peron.com/,12504.0,http://barthelemy.com/,3074.0,http://deschamps.fr/,5215.0,,,,,"853, chemin Renée Germain Boulogne-Billancourt",92,Île-de-France,France,Oui,Contacté,Nom engager résultat retomber.
841a6a1a,Asso jdr Roi,david07@example.net,+33 (0)2 57 75 50 52,Asso jdr,,http://allain.fr/,1501.0,,,,,,,,,184.0,2025-01-28,"7, rue Marthe Lesage Castres",81,Occitanie,France,Non,Contacté,
d13cdd02,Artisan Entrer,colaszoe@example.net,+33 4 58 57 57 65,Artisan,https://masse.com/,https://gaudin.fr/,4028.0,https://pires.com/,2099.0,https://www.peron.com/,2910.0,,,,,,,"32, boulevard de Bourgeois Ivry-sur-Seine",94,Île-de-France,France,Oui,Intéressé,Décrire membre absolument complet soutenir vaincre.
316c68a9,Ludothèque Pleurer,michelle95@example.com,0488086085,Ludothèque,http://guillon.com/,https://goncalves.com/,2320.0,,,,,,,,,460.0,2025-10-16,rue de Humbert Caen,14,Normandie,France,Non,Prospect,
ce50e096,Editeur Vue,hblanchet@example.org,+33 (0)3 70 23 51 57,Editeur,https://www.etienne.com/,http://www.brunet.com/,1171.0,http://fouquet.org/,5551.0,https://www.leger.com/,5662.0,https://www.pierre.fr/,7461.0,,,,,"715, avenue Jacques Petit Toulouse",31,Occitanie,France,Non,Contacté,Temps présence non haïr rejoindre nu entier.
f92eef35,Asso jdr Rocher,alfredblondel@example.org,+33 6 98 03 15 14,Asso jdr,http://meyer.org/,https://www.legros.fr/,2546.0,,,,,,,,,442.0,2024-01-22,"635, chemin Marion Moissac",82,Occitanie,France,Oui,Intéressé,
8bd3ad6b,Boutique spécialisée Bas,didiermichele@example.net,+33 (0)3 64 64 98 99,Boutique spécialisée,https://meyer.com/,https://www.le.fr/,2519.0,,,https://www.gomez.fr/,3160.0,,,,,,,"789, rue Dominique Muller Montélimar",26,Auvergne-Rhône-Alpes,France,Oui,Prospect,
51e69d7f,Editeur Devant,remyperrot@example.org,0219712830,Editeur,http://loiseau.org/,https://garcia.com/,7384.0,http://www.herve.fr/,6194.0,https://www.roger.fr/,5321.0,,,,,,,"65, chemin Danielle Letellier Arles",13,Provence-Alpes-Côte d'Azur,France,Non,Contacté,Sorte pendant gros résoudre joindre.
9f62e467,Artisan Voiture,anormand@example.net,02 48 52 87 99,Artisan,http://clerc.com/,http://mallet.fr/,1845.0,,,http://marty.com/,381.0,,,,,,,"1, rue Théophile Legros Nice",06,Provence-Alpes-Côte d'Azur,France,Oui,Intéressé,
da6c3b81,Asso jdr Tombe,augustinbaron@example.org,,Asso jdr,http://herve.net/,http://www.bonnet.net/,1670.0,,,,,,,,,134.0,,"3, rue Gérard Dias Biarritz",64,Nouvelle-Aquitaine,France,Non,Contacté,
22739832,Artisan Miser,aimeedelorme@example.net,05 90 21 87 94,Artisan,https://www.imbert.fr/,http://www.mercier.net/,2831.0,https://lesage.fr/,1918.0,https://chevalier.com/,1186.0,,,,,,2024-01-06,avenue Dupuis Saint-Germain-en-Laye,78,Île-de-France,France,Non,Prospect,
da43bc04,CSCS Aile,yhernandez@example.net,+33 (0)3 45 76 83 26,CSCS,https://www.gilles.org/,http://www.bernard.net/,2605.0,http://poulain.com/,301.0,,,,,,,109.0,2025-02-20,"98, rue Maurice Riou Angers",49,Pays de la Loire,France,Non,Contacté,
9791ea9c,CSCS Soumettre,navarromarc@example.net,+33 5 63 72 08 90,CSCS,http://payet.fr/,https://www.richard.com/,3221.0,http://martins.fr/,149.0,,,,,,,493.0,,rue Rousseau Bar-sur-Aube,10,Grand Est,France,Non,Intéressé,Obtenir banc l'une ceci.
03ba0ae6,Editeur Avancer,suzanne88@example.net,+33 (0)3 67 64 76 98,Editeur,https://www.diaz.fr/,http://www.ferreira.org/,1157.0,https://pascal.fr/,12218.0,http://www.pages.net/,3333.0,https://allain.fr/,6762.0,,,,,avenue Marthe Duhamel Riom,63,Auvergne-Rhône-Alpes,France,Non,Intéressé,
d30d4fcf,Ludothèque Sourd,dmorin@example.org,0323767065,Ludothèque,http://www.gaudin.net/,,,https://www.merle.com/,1818.0,,,,,,,207.0,2025-06-06,"87, boulevard Diallo Sedan",08,Grand Est,France,Non,Contacté,Cesser noir siècle cacher se enfant.
9e0598ed,Asso jdr Personne,hebertamelie@example.net,03 62 99 34 61,Asso jdr,https://www.pons.org/,https://www.paris.org/,1363.0,,,,,,,,,196.0,2024-05-06,"16, rue Richard Alexandre Colmar",68,Grand Est,France,Non,Prospect,
5ed3b19e,Influenceur Dieu,devauxaurore@example.org,0508936641,Influenceur,http://www.langlois.com/,,,http://www.de.com/,2207.0,http://www.blanchet.fr/,26988.0,https://lacroix.net/,14173.0,,,,2024-12-03,"94, boulevard Aubry Vichy",03,Auvergne-Rhône-Alpes,France,Non,Intéressé,
da44d1f3,Editeur Beau,catherine70@example.org,07 89 27 87 46,Editeur,https://pascal.fr/,https://www.gautier.fr/,994.0,http://www.torres.fr/,8119.0,http://becker.org/,4661.0,,,,,,2025-12-28,"7, rue Matthieu Le Goff Lourdes",65,Occitanie,France,Oui,Prospect,Sous attaquer tout facile annoncer être frapper.
1a69a594,Ludothèque Départ,michelle44@example.org,+33 4 90 27 35 15,Ludothèque,https://www.leclercq.fr/,http://www.schmitt.org/,3781.0,,,http://www.laurent.com/,475.0,,,,,178.0,2025-06-20,"69, avenue de Teixeira Hyères",83,Provence-Alpes-Côte d'Azur,France,Non,Contacté,
cf52b986,MJC Silencieux,,+33 (0)5 96 47 24 73,MJC,https://jean.net/,https://www.thierry.fr/,3167.0,,,,,,,,,351.0,,boulevard de Martel Montauban,82,Occitanie,France,Oui,Contacté,
da7014ae,Ludothèque Réflexion,thibaultroy@example.net,+33 (0)5 31 24 31 58,Ludothèque,http://bailly.com/,https://www.baudry.fr/,327.0,,,,,,,,,147.0,2024-08-02,"68, chemin Laetitia Pascal Mérignac",33,Nouvelle-Aquitaine,France,Oui,Contacté,Après terminer réel vingt.
b63e2bc5,MJC Printemps,cordierlaurent@example.com,+33 (0)1 40 21 09 63,MJC,http://lebreton.net/,,,,,http://morel.org/,2610.0,,,,,358.0,,"374, boulevard Bernadette Marchand Saint-Amand-Montrond",18,Centre-Val de Loire,France,Non,Contacté,
e418324d,Editeur Prince,,+33 4 63 93 34 23,Editeur,http://www.traore.com/,http://boucher.net/,9373.0,http://duval.fr/,511.0,https://www.gauthier.fr/,7027.0,https://www.mahe.fr/,5077.0,,,,,"86, rue de Da Costa Tarbes",65,Occitanie,France,Oui,Prospect,Répondre imaginer force fatigue.
76664a45,Editeur Sûr,robertamelie@example.org,+33 (0)4 50 69 45 74,Editeur,http://guyon.fr/,http://pineau.com/,8159.0,http://www.marion.com/,10364.0,http://www.bourdon.org/,5267.0,https://bonnet.fr/,6665.0,,,,2025-01-29,"15, avenue de Ribeiro Cluses",74,Auvergne-Rhône-Alpes,France,Non,Prospect,
4292eb4d,Médiathèque Présent,jacqueline62@example.com,0535878684,Médiathèque,http://www.humbert.net/,http://www.martel.fr/,2781.0,http://becker.fr/,1572.0,,,,,,,313.0,2025-01-22,"88, rue Henri Sanchez Évreux",27,Normandie,France,Oui,Prospect,
680be7ad,CSCS Armer,tturpin@example.org,0562762583,CSCS,,http://costa.com/,3095.0,,,,,,,,,495.0,2024-09-18,chemin Jeannine Moulin Angers,49,Pays de la Loire,France,Oui,Prospect,
b1349303,Influenceur Permettre,corinnealves@example.org,+33 2 90 79 50 66,Influenceur,http://roy.org/,,,http://goncalves.fr/,17488.0,http://barbe.fr/,16819.0,https://gonzalez.net/,12847.0,http://www.adam.org/,21308.0,,2024-04-18,chemin Lucas Rivière Sablé-sur-Sarthe,72,Pays de la Loire,France,Oui,Prospect,
d324db81,CSCS Demander,patrick80@example.net,0146882966,CSCS,https://www.morel.fr/,http://www.ramos.com/,2577.0,https://baron.fr/,168.0,,,,,,,303.0,,"341, boulevard Antoinette Tanguy Brest",29,Bretagne,France,Non,Intéressé,Madame complètement arrivée maintenant rompre accomplir.
c03edffd,Influenceur Approcher,apayet@example.net,+33 (0)4 75 24 58 19,Influenceur,https://marie.fr/,,,https://raymond.com/,17358.0,https://www.robert.net/,5892.0,http://www.blanchet.com/,43680.0,http://lefebvre.fr/,16827.0,,,"79, avenue de Robert Albi",81,Occitanie,France,Non,Contacté,
c5edb207,Ludothèque Étude,susannethibault@example.com,+33 (0)3 87 04 09 85,Ludothèque,https://www.riou.net/,https://www.vallet.org/,3210.0,,,http://legros.com/,1564.0,,,,,384.0,,rue Becker Bellac,87,Nouvelle-Aquitaine,France,Oui,Contacté,
ef762f44,Bar à jeux Supporter,martheraymond@example.org,06 12 70 06 68,Bar à jeux,https://www.joubert.fr/,https://fischer.fr/,3563.0,https://gauthier.com/,457.0,,,,,,,,,"735, rue Reynaud Châlons-en-Champagne",51,Grand Est,France,Non,Contacté,
4476a39d,Boutique spécialisée Compte,,01 41 85 99 99,Boutique spécialisée,http://www.bigot.com/,https://www.marques.fr/,4827.0,https://www.moreno.com/,1863.0,http://levy.com/,2215.0,,,,,,,avenue de Blanchet Dinan,22,Bretagne,France,Oui,Intéressé,
9a9e8a76,Ludothèque Jardin,adrienne94@example.net,+33 (0)4 70 57 52 43,Ludothèque,http://garcia.fr/,https://petit.net/,2347.0,http://www.seguin.fr/,990.0,,,,,,,163.0,,"59, boulevard Thierry Lons-le-Saunier",39,Bourgogne-Franche-Comté,France,Oui,Contacté,Tout consulter indiquer rassurer apercevoir puisque réalité.
e30c254a,CSCS Fortune,christelleschmitt@example.org,02 14 92 56 50,CSCS,https://roussel.com/,https://www.dos.fr/,2023.0,https://bouvier.net/,1450.0,,,,,,,358.0,,"43, rue Adélaïde Lejeune Calais",62,Hauts-de-France,France,Non,Prospect,
40ef5a75,Médiathèque Inventer,poulainhugues@example.com,+33 2 28 24 83 52,Médiathèque,https://www.dupre.com/,http://www.rolland.fr/,3187.0,,,http://cohen.com/,2911.0,,,,,398.0,,"28, rue Mace Albi",81,Occitanie,France,Oui,Contacté,
4da4ca81,CSCS Maintenant,paulettebruneau@example.org,0644680907,CSCS,http://joubert.fr/,,,,,,,,,,,236.0,2025-06-27,"8, chemin Arnaude Jacquet Aubervilliers",93,Île-de-France,France,Non,Contacté,
f4db707d,Boutique spécialisée Perdu,maggiegarnier@example.net,0327929543,Boutique spécialisée,http://fontaine.fr/,http://vincent.fr/,4497.0,http://loiseau.com/,835.0,,,,,,,,2024-07-30,"52, boulevard Édouard Lemaire Saint-Étienne",42,Auvergne-Rhône-Alpes,France,Oui,Prospect,Fuir demain compter.
e8aa3794,Bar à jeux Ensemble,gvalette@example.net,+33 (0)1 81 98 48 03,Bar à jeux,https://www.delattre.net/,https://www.regnier.net/,355.0,http://www.charles.com/,1377.0,http://www.chretien.com/,4717.0,,,,,,,boulevard de Sanchez Calais,62,Hauts-de-France,France,Non,Intéressé,Rêver fort rêve vin vers sûr.
9f540122,CSCS Alors,alextessier@example.com,+33 5 81 52 20 18,CSCS,https://pierre.fr/,http://pasquier.fr/,2346.0,,,https://cordier.fr/,514.0,,,,,256.0,,"19, boulevard Bernard Perpignan",66,Occitanie,France,Oui,Intéressé,
921165e4,Boutique spécialisée Quoi,michel86@example.net,0586298313,Boutique spécialisée,,https://www.grondin.fr/,4711.0,https://buisson.com/,1410.0,https://rocher.com/,3286.0,,,,,,2024-01-13,"4, rue Julien Vendôme",41,Centre-Val de Loire,France,Non,Intéressé,
e38b5fd2,Médiathèque Mériter,victor05@example.net,0155017029,Médiathèque,https://www.vidal.com/,http://www.roy.org/,3090.0,,,http://www.lagarde.com/,1403.0,,,,,206.0,,"33, rue Brigitte Bouvier Fontainebleau",77,Île-de-France,France,Non,Contacté,
44f7cd6b,Ludothèque Blanc,slopes@example.net,+33 (0)2 78 89 58 50,Ludothèque,https://www.muller.fr/,http://www.clement.com/,234.0,,,http://mallet.fr/,2939.0,,,,,161.0,2025-03-07,"1, rue Nathalie Joseph Lyon",69,Auvergne-Rhône-Alpes,France,Oui,Intéressé,
266f3b20,Bar à jeux Réfléchir,capucinelombard@example.com,03 73 62 50 33,Bar à jeux,http://aubry.com/,https://www.maurice.com/,3538.0,http://www.bertrand.com/,1029.0,http://www.toussaint.org/,5522.0,,,,,,,"7, chemin Blot Vendôme",41,Centre-Val de Loire,France,Non,Prospect,
2c493142,Asso jdr Lettre,milletsimone@example.org,04 84 28 18 03,Asso jdr,http://boutin.fr/,http://valentin.fr/,946.0,,,,,,,,,224.0,2025-08-17,avenue David Briançon,05,Provence-Alpes-Côte d'Azur,France,Oui,Contacté,
10719a23,Asso jdr Malheur,eleonore28@example.org,05 49 68 83 25,Asso jdr,http://www.marion.org/,https://www.labbe.fr/,173.0,,,,,,,,,55.0,2024-01-05,"62, boulevard Guillaume Bergerac",24,Nouvelle-Aquitaine,France,Oui,Intéressé,Tempête répéter assurer comment demande décider cerveau.
930e567f,Editeur Propos,turpinmargaud@example.com,0699003256,Editeur,http://delattre.fr/,http://becker.net/,2761.0,http://mercier.com/,7925.0,http://www.rossi.com/,10300.0,http://philippe.com/,2992.0,,,,,"597, chemin de Pasquier Le Blanc",36,Centre-Val de Loire,France,Non,Intéressé,
7fdf2883,Médiathèque Haine,constance53@example.com,01 76 63 47 02,Médiathèque,http://brunet.org/,http://vaillant.com/,2638.0,https://www.labbe.com/,1152.0,http://www.imbert.fr/,336.0,,,,,66.0,,"257, rue Alexandria Peron Le Mans",72,Pays de la Loire,France,Non,Contacté,
13b8b4fd,Artisan Écarter,ngros@example.com,02 50 52 75 15,Artisan,http://www.gerard.fr/,https://www.schneider.com/,2785.0,https://www.barthelemy.net/,2152.0,https://giraud.org/,4315.0,,,,,,,"4, chemin de Perez Vesoul",70,Bourgogne-Franche-Comté,France,Oui,Contacté,
a4a7d23b,Editeur Droite,nath62@example.org,+33 (0)4 65 94 75 27,Editeur,http://ollivier.org/,https://lemaitre.com/,6111.0,http://munoz.fr/,4921.0,http://charles.fr/,11318.0,,,,,,,"811, chemin de Dubois Ussel",19,Nouvelle-Aquitaine,France,Oui,Prospect,
80af5c10,Artisan Que,vidalaurore@example.org,06 36 18 24 75,Artisan,https://bigot.fr/,https://www.aubry.fr/,1742.0,,,http://www.schmitt.com/,3921.0,,,,,,,"17, rue Isabelle Guérin Moissac",82,Occitanie,France,Non,Intéressé,Barbe dernier abandonner expérience garder dégager or.
88fe0de6,Asso jdr Quelque,corinneguibert@example.com,+33 (0)3 21 79 99 50,Asso jdr,http://www.guichard.org/,http://www.valentin.com/,2791.0,,,,,,,,,439.0,2024-10-17,"7, chemin Alex Joseph Caen",14,Normandie,France,Non,Contacté,Sable voyager personne surtout non.
111ed0e3,MJC À,faurenicole@example.org,01 53 34 55 22,MJC,https://www.wagner.fr/,http://www.boucher.fr/,2133.0,,,,,,,,,141.0,2025-09-10,"66, avenue Vasseur Saint-Girons",09,Occitanie,France,Non,Contacté,
3b147b64,Bar à jeux Chute,uhubert@example.com,0422268725,Bar à jeux,https://www.etienne.com/,http://poirier.com/,4310.0,https://www.guyot.fr/,508.0,https://www.parent.fr/,1621.0,,,,,,,"34, rue Daniel Figeac",46,Occitanie,France,Oui,Contacté,
8540ec33,Editeur Franc,xjean@example.org,05 45 39 70 28,Editeur,https://pelletier.fr/,https://lacombe.com/,7323.0,http://dupre.org/,13746.0,https://www.guichard.fr/,1118.0,http://martel.fr/,3849.0,,,,2024-07-19,"2, rue Colin Bellegarde-sur-Valserine",01,Auvergne-Rhône-Alpes,France,Oui,Contacté,
a2aa6f0d,CSCS Secours,traorehugues@example.org,02 76 77 75 74,CSCS,https://www.bigot.net/,http://bousquet.com/,3592.0,http://www.pichon.com/,1010.0,https://gaillard.com/,309.0,,,,,144.0,,"270, rue Sébastien Rodriguez Yssingeaux",43,Auvergne-Rhône-Alpes,France,Non,Prospect,Morceau fortune visage habitant part.
71fbf32b,MJC Vie,xjoubert@example.com,+33 2 51 90 71 09,MJC,https://www.roux.com/,http://www.didier.com/,1430.0,,,,,,,,,442.0,2025-04-11,"6, chemin Étienne Pineau Montluçon",03,Auvergne-Rhône-Alpes,France,Oui,Prospect,Courir justice faveur après.
930c86e8,Editeur Éteindre,zoe64@example.com,+33 3 10 06 17 21,Editeur,http://www.rey.net/,https://www.martin.com/,675.0,https://www.marchand.net/,3614.0,http://www.andre.org/,4303.0,http://www.pires.net/,7646.0,,,,2025-01-22,rue Olivier Besançon,25,Bourgogne-Franche-Comté,France,Non,Contacté,
d896d6ab,CSCS Écrire,leon90@example.com,+33 4 27 28 83 42,CSCS,https://www.michaud.org/,https://morel.org/,3283.0,https://www.morvan.com/,175.0,,,,,,,164.0,2024-10-20,"1, avenue de Poirier Digne-les-Bains",04,Provence-Alpes-Côte d'Azur,France,Oui,Contacté,Chanter rapport été.
78079b17,Ludothèque Gris,ponslaurent@example.org,0415661731,Ludothèque,https://delaunay.fr/,https://www.caron.com/,2835.0,,,,,,,,,82.0,,"9, boulevard de Fernandes Fontenay-le-Comte",85,Pays de la Loire,France,Oui,Prospect,
63877dc2,Artisan Fait,ncarpentier@example.com,+33 1 83 31 23 15,Artisan,https://regnier.fr/,https://www.ribeiro.fr/,4859.0,https://www.lefebvre.org/,1918.0,,,,,,,,2024-10-08,chemin Huet Auch,32,Occitanie,France,Oui,Contacté,
d58429a7,Editeur Lui,rogerlegendre@example.com,04 44 67 89 89,Editeur,http://jacquot.org/,http://coulon.fr/,5258.0,https://foucher.fr/,12507.0,http://morvan.fr/,5151.0,https://valentin.com/,582.0,,,,2025-03-08,"28, boulevard Descamps Saint-Denis",93,Île-de-France,France,Non,Contacté,
fb3d9bae,Boutique spécialisée Obtenir,celina91@example.org,0467825685,Boutique spécialisée,https://denis.net/,,,https://www.meunier.com/,1381.0,https://thomas.fr/,3663.0,,,,,,2025-10-02,"79, chemin Peron Fontainebleau",77,Île-de-France,France,Oui,Contacté,
d344355b,Artisan Devant,suzannemartinez@example.net,+33 1 75 47 85 89,Artisan,https://www.renard.fr/,http://bonneau.net/,3264.0,,,,,,,,,,2024-08-21,"29, rue Brunel Bourgoin-Jallieu",38,Auvergne-Rhône-Alpes,France,Oui,Contacté,Droite rendre maintenant maître rouge delà oh.
9aa0825d,Bar à jeux Un,maggiebonnin@example.org,+33 (0)1 34 58 70 47,Bar à jeux,http://www.jacques.net/,https://dumas.com/,3764.0,http://www.diallo.com/,1078.0,https://martineau.fr/,1870.0,,,,,,,rue Paulette Perret Gap,05,Provence-Alpes-Côte d'Azur,France,Non,Intéressé,Tendre horizon fruit recueillir propre malgré voici âge.
